   Crop          1       2       3       4       5       6       7       8       9      10      11      12      13      14      15      16      17      18      19      20      21      22      23      24      25      26      27      28      29      30      31      32      33      34      35      36      37      38      39      40      41      42      43      44      45      46      47      48      49      50      51      52      53      54      55      56      57
   #  NAME      WA      HI     TOP     TBS    DMLA    DLAI   DLAP1   DLAP2    RLAD    RBMD     ALT     GSI     CAF     SDW     HMX    RDMX    WAC2     CNY     CPY     CKY    WSYF     PST    CSTS    PRYG    PRYF     WCY     BN1     BN2     BN3     BP1     BP2     BP3     BK1     BK2     BK3     BW1     BW2     BW3     IDC   FRST1   FRST2    WAVP    VPTH    VPD2   RWPC1   RWPC2    GMHU   PPLP1   PPLP2    STX1    STX2    BLG1    BLG2     WUB     FTO     FLT    EXTC
   16 OATS      35    0.42      15       0       6     0.8   15.01   50.95       1       1       2   0.007    0.85      90       1       2  660.47  0.0316  0.0057  0.0047    0.21     0.6   0.031     103      20     0.1   0.058  0.0224   0.013  0.0053   0.002  0.0012   0.028    0.02   0.012    3.39    3.39    1.61       5    5.01    15.1       7     0.5    4.75     0.4     0.2     100   125.6  250.95    0.07       8    0.01     0.1       0       0       0       0   OATS                       
   17 COAT      35    0.42      15       0       5     0.6   15.01   45.95       1       1       2   0.007    0.85      90     1.2       2  660.47  0.0316  0.0057  0.0047    0.21     0.6   0.031     103      20     0.1   0.058  0.0224   0.013  0.0053   0.002  0.0012   0.028    0.02   0.012    3.39    3.39    1.61       5    5.01    15.1       8     0.5    4.75     0.4     0.2     100   125.6  250.95    0.07       8    0.01     0.1       0       0       0       0   CANADIAN_OATS              
   18 RICE      25     0.5      25      10       6     0.8   30.01   70.95     0.5     0.5       3   0.008       1      50     0.8     0.9 660.338  0.0136  0.0013  0.0013    0.25     0.6   0.845     144      20    0.14    0.05    0.02    0.01   0.006   0.003  0.0018   0.025   0.015   0.008    3.39    3.39    1.61       4    5.05   15.95       5     0.5    4.75     0.4     0.2     100   125.6  250.95   0.122       3    0.01     0.1       0       0       0       0   RICE                       
   19 RYE       35     0.4    12.5       0       6     0.8   15.01   50.95       1       1       2   0.006    0.85      90       1       2  660.47  0.0284  0.0042   0.003     0.2     0.6   2.382  98.044      75    0.12   0.056  0.0215  0.0125  0.0066  0.0025  0.0015   0.018   0.015   0.012    3.39    3.39    1.61       5    5.01    15.1       7     0.5    4.75     0.4     0.2     100   125.6  250.95    0.08     5.6    0.01     0.1       0       0       0       0   RYE                        
   20 WPEA      20    0.55      14       1       4     0.9   15.02   50.95       1     0.5       2    0.01    0.85     140     0.8       2  660.27  0.0412  0.0055  0.0114    0.38     0.6   0.694      24      75    0.12    0.04   0.026  0.0232   0.007   0.004   0.003   0.014   0.013   0.012    3.39    3.39    1.61       2    5.01    15.1       4     0.5    4.75     0.4     0.2     100    20.2   100.9     0.1     2.5    0.01     0.1       0       0       0       0   WINTER_PEAS                
   21 LEN1      20    0.55      14       1       5     0.9   15.02   50.95       1     0.5       3    0.01     0.9     100    0.55       2  660.27  0.0506  0.0051  0.0102   0.385     0.6  22.403     100       5    0.12   0.044  0.0164  0.0128  0.0074  0.0037  0.0023   0.014   0.013   0.012   1.266   0.633   0.729       1    5.01    15.1       4     0.5    4.75     0.4     0.2     100    20.2   100.9     0.1     2.5    0.01     0.1       0       0       0       0   LENTILS1                   
   22 LENT      20    0.55      14       1       4     0.9   15.02   50.95       1     0.5       3    0.01     0.9     100    0.55       2  660.27  0.0506  0.0051  0.0102    0.38     0.6  22.403     100       5    0.12   0.044  0.0164  0.0128  0.0074  0.0037  0.0023   0.014   0.013   0.012   1.266   0.633   0.729       2    5.01    15.1       4     0.5    4.75     0.4     0.2     100    20.2   100.9     0.1     2.5    0.01     0.1       0       0       0       0   LENTILS                    
   23 CANA      34     0.3      21       5     4.5    0.49   15.02   45.95     0.2     0.3       3  0.0078     0.9     100     1.3     1.4  660.46   0.036  0.0084   0.038    0.21     0.6  10.753     330       5    0.12   0.044  0.0164  0.0128  0.0074  0.0037  0.0023   0.044   0.016   0.013   1.266   0.633   0.729       4    5.05    15.1      10     0.5    4.75     0.4     0.2     100    20.2   100.9     0.1     2.5    0.01     0.1       0       0       0       0   CANOLA_ARGENTINE           
   24 CANP      34    0.23      21       5     3.5     0.5   15.02   45.95     0.2     0.3       3  0.0078     0.9     100     0.9     0.9  660.46   0.036  0.0084   0.038    0.16     0.6  10.753 147.735       5    0.12   0.044  0.0182  0.0164  0.0073  0.0037  0.0023   0.044   0.016   0.013   1.266   0.633   0.729       4    5.05    15.1      10     0.5    4.75     0.4     0.2     100    20.2   100.9     0.1     2.5    0.01     0.1       0       0       0       0   CANOLA_POLISH              
   25 FLAX      25    0.54    22.5       5     2.5     0.9   15.02   50.95       1     0.5       3  0.0078     0.9     100    0.55       2  660.34  0.0409  0.0055  0.0084    0.27     0.6   0.311 143.325       5    0.12  0.0482  0.0294  0.0263  0.0049  0.0024  0.0023    0.02   0.013   0.007   1.266   0.633   0.729       2    5.05    15.1      10       1    4.75     0.4     0.2     100    20.2   100.9     0.1     2.5    0.01     0.1       0       0       0       0   FLAX                       
   26 FPEA      25    0.45      15       1       5    0.75   15.01   50.95       2       2       2   0.007    0.85      35     1.2       2  660.34  0.0412  0.0055  0.0114    0.34     0.6   0.739      24       5    0.12  0.0515  0.0335  0.0296  0.0033  0.0019  0.0014   0.014   0.013   0.012    3.39    3.39    1.61       2    5.01    15.1      10       1    4.75     0.4     0.2     100    20.2   100.9     0.1     2.5    0.01     0.1       0       0       0       0   FIELD_PEAS                 
   27 MUNG      25    0.31      25      10       5     0.9   15.01   50.95       2      10       3  0.0078    0.85      35     1.5       2  660.34   0.042   0.004  0.0137    0.23     0.6   0.739     370       5    0.13  0.0326  0.0165  0.0161  0.0044  0.0022  0.0021   0.014   0.013   0.012   1.266   0.633   0.729       1    5.05   15.95      10       1    4.75     0.4     0.2     100    20.2   100.9     0.1     2.5    0.01     0.1       0       0       0       0   SUMMER_MUNG                
   28 SESB      50    0.31      25      10       5     0.9   15.01   50.95       2      10       3  0.0078    0.85      35     1.5       2  660.67  0.0419  0.0039   0.011    0.23     0.6   0.739     370       5    0.13    0.05    0.02   0.015  0.0074  0.0037  0.0035   0.014   0.014   0.013   1.266   0.633   0.729       1    5.05   15.95      10       1    4.75     0.4     0.2     100    20.2   100.9     0.1     2.5    0.01     0.1       0       0       0       0   SESBANIA                   
   29 CSIL      39     0.5      25      10       6     0.8   15.05   50.95       1       1       3   0.007    0.85      20       2       2  660.45  0.0168  0.0023  0.0032    0.25     0.6   3.445       0    31.5    0.15   0.044   0.016  0.0128  0.0062  0.0023  0.0018   0.015   0.012   0.009   1.266   0.633   0.729       4    5.01   15.95       8     0.5    4.75     0.4     0.2     100    4.47    7.77    0.12     1.7    0.01     0.1       0       0       0       0   CORN_SILAGE                
   30 SGHY      35     0.5    27.5      10       5     0.8   15.01   50.95     0.5     0.5       2   0.007    0.85      90       2       2   660.4  0.0199  0.0032  0.0039    0.45     0.6   3.662       0   33.08    0.13   0.044  0.0164  0.0128   0.006  0.0022  0.0018    0.15    0.15    0.15    3.39    3.39    0.32       4    5.05   15.95       7     0.5    4.75     0.4     0.2     100    5.43   15.79     0.2     4.8    0.01     0.1       0       0       0       0   SORGHUM_HAY                
   31 ALFA      20    0.02      25       1       5     0.9   15.01   50.95     0.5     0.5       3    0.01    0.85      15    1.25       2  660.27  0.0601  0.0066  0.0074    0.01     0.6   3.638     132  172.86    0.12    0.05  0.0283   0.024  0.0071  0.0024  0.0019  0.0231  0.0189  0.0178    3.39    3.39    3.39       3    5.01    15.1       4     0.5    4.75     0.4     0.2     100    22.5   40.71    0.07       2    0.01     0.1       0       0       0       0   ALFALFA                    
   32 CLVA      25    0.02      25       1       5    0.75   15.01   50.95       2      10       2   0.007    0.99      35     1.2       2  660.34  0.0567   0.004   0.018    0.01     0.6   2.128      24       5    0.08    0.06   0.028   0.024   0.006   0.003  0.0025   0.022    0.02   0.018    3.39    3.39    3.39       2    5.01    15.1      10       1    4.75     0.4     0.2     100    22.5   40.71    0.12     1.5    0.01     0.1       0       0       0       0   CLOVER_ALSIKE              
   33 CLVR      25    0.02      25       1       5    0.75   15.01   50.95       2      10       2   0.007    0.85      35     1.2       2  660.34  0.0597   0.004   0.018    0.01     0.6   3.153      24       5    0.12   0.065   0.028  0.0243   0.006  0.0029  0.0024   0.022    0.02   0.018    3.39    3.39    3.39       2    5.01    15.1      10       1    4.75     0.4     0.2     100    22.5   40.71    0.12     1.5    0.01     0.1       0       0       0       0   RED_CLOVER                 
   34 CLVS      25    0.02      25       1       5    0.75   15.01   50.95       2      10       2   0.007    0.75      35     1.2       2  660.34  0.0649   0.004   0.018    0.01     0.6   2.128      24       5    0.08   0.065  0.0242    0.02   0.006  0.0029  0.0024    0.03   0.023   0.018    3.39    3.39    3.39       2    5.01    15.1      10       1    4.75     0.4     0.2     100    22.5   40.71    0.12     1.5    0.01     0.1       0       0       0       0   SWEET_CLOVER               
   35 TIMO      35    0.02      25       8      11    0.85   15.01   50.95       2       1       2   0.007    0.85       5     0.8       2  660.47  0.0234  0.0033   0.015    0.01     0.6   2.536      20  72.765     0.1  0.0314   0.013  0.0103  0.0038  0.0025  0.0019   0.018   0.016   0.015    3.39    3.39    3.39       6    5.05   15.95       8     0.5    4.75     0.4     0.2     100    22.5   40.71    0.09       2    0.01     0.1       0       0       0       0   TIMOTHY                    
   36 RNGE      30    0.02      20       8     4.5    0.99    15.4   35.95     0.5     0.5       4   0.007    0.85       5     1.3     1.5  660.41   0.015  0.0016   0.012    0.01     0.6   0.694      20       5     0.1  0.0193   0.011  0.0083  0.0028  0.0016  0.0012   0.021   0.012   0.009    3.39    3.39    3.39       6     1.9    3.99       6     0.5    4.75     0.4     0.2     100    22.5   40.71    0.09       2    0.01     0.1       0       0       0       0   RANGE                      
   37 SPAS      35    0.02      25       8       5    0.99   15.01   50.95       1       1       2   0.007    0.85       5       1       2   660.4   0.015  0.0021  0.0157    0.01     0.6   0.694      20       5     0.1  0.0222  0.0127  0.0095  0.0037  0.0021  0.0016  0.0275  0.0157  0.0118    3.39    3.39    3.39       6    5.05   15.95       7     0.5    4.75     0.4     0.2     100    22.5   40.71    0.04     2.8    0.01     0.1       0       0       0       0   SUMMER_PASTURE             
   38 WPAS      35    0.02      18       3       5     0.7   15.05   50.95       1       1       2   0.007    0.85       5       1       2  660.47   0.015  0.0018  0.0111    0.01     0.6   0.403     120       5     0.1  0.0276  0.0155   0.011  0.0031  0.0018  0.0013  0.0122  0.0111  0.0083    3.39    3.39    1.61       6    5.01    15.1       6     0.5    4.75     0.4     0.2     100    22.5   40.71    0.05     3.9    0.01     0.1       0       0       0       0   WINTER_PASTURE             
   39 RYEA      30    0.02      15       0       3     0.8   35.01   62.95       1       1       2   0.007    0.75      90     1.1     1.3  660.41   0.023  0.0037   0.006    0.01     0.6   0.403     120       5     0.1   0.025   0.018   0.014   0.004   0.003  0.0024   0.018   0.015   0.012    3.39    3.39    1.61       6    5.01    15.1       8     0.5    4.75     0.4     0.2     100    22.5   40.71    0.07       6    0.01     0.1       0       0       0       0   ALTAL_WILD_RYE             
   40 RYER      30    0.02      15       0       3     0.8   35.01   62.95       1       1       2   0.007    0.75      90       1     1.3  660.41   0.023  0.0037   0.006    0.01     0.6   0.403     120       5     0.1   0.025   0.018   0.014   0.004   0.003  0.0024   0.018   0.015   0.012    3.39    3.39    1.61       6    5.01    15.1       8     0.5    4.75     0.4     0.2     100    22.5   40.71    0.07       6    0.01     0.1       0       0       0       0   RUSSIAN_WILD_RYE           
   41 RYEG      30    0.02      18       0       5     0.5   20.32   45.95     0.5       1       2   0.007    0.85      90     0.8     1.3  660.41   0.022  0.0028   0.006    0.01     0.6   1.334     120       5     0.1   0.066   0.025  0.0147  0.0105   0.004  0.0024   0.023   0.015   0.011    3.39    3.39    1.61       5    5.01    15.1       6     0.5    4.75     0.4     0.2     100    22.5   40.71    0.07       6    0.01     0.1       0       0       0       0   ANNUAL_RYE_GRASS           
   42 WWGR      35    0.02      25       8       5    0.85   50.01   89.95       2       1       4   0.007    0.85       5     0.6     1.3  660.47  0.0151  0.0024  0.0111    0.01     0.6   0.694      20       5     0.1  0.0276  0.0155   0.011  0.0031  0.0018  0.0013   0.023   0.023   0.023    3.39    3.39    3.39       6    5.01   15.95       8     0.5    4.75     0.4     0.2     100    22.5   40.71    0.07       6    0.01     0.1       0       0       0       0   WESTERN_WHEAT_GRASS        
   43 NWGR      35    0.02      25       8       5    0.85   15.01   50.95       2       1       4   0.007    0.85       5     0.8       2  660.47   0.015  0.0018  0.0111    0.01     0.6   0.694      20       5     0.1  0.0276  0.0155   0.011  0.0031  0.0018  0.0013   0.023   0.023   0.023    3.39    3.39    3.39       6    5.01   15.95       8     0.5    4.75     0.4     0.2     100    22.5   40.71    0.07       6    0.01     0.1       0       0       0       0   NORTHERN_WHEAT_GRASS       
   44 SWGR      35    0.02      25       8       5    0.85   15.01   50.95       2       1       4   0.007    0.85       5     0.7       2  660.47  0.0142  0.0027  0.0111    0.01     0.6   0.694      20       5     0.1  0.0276  0.0155   0.011  0.0031  0.0018  0.0013   0.027   0.027   0.027    3.39    3.39    3.39       6    5.01   15.95       8     0.5    4.75     0.4     0.2     100    22.5   40.71    0.07       6    0.01     0.1       0       0       0       0   SLENDER_WHEAT_GRASS        
   45 CWGR      35    0.02      25       6       5    0.85   35.01   62.95       2       1       4   0.007    0.85       5     0.7     1.3  660.47  0.0163  0.0018  0.0111    0.01     0.6   0.694      20       5     0.1  0.0276  0.0155   0.011  0.0031  0.0018  0.0013   0.023   0.023   0.023    3.39    3.39    3.39       6    5.01   15.95       8     0.5    4.75     0.4     0.2     100    22.5   40.71    0.07       6    0.01     0.1       0       0       0       0   CRESTED_WHEAT_GRASS        
   46 BROM      35    0.02      25       6       3    0.85   45.01   80.95       2       1       4   0.007    0.75       5     0.8     1.3  660.47   0.015  0.0022  0.0222    0.01     0.6   5.444      20       5     0.1  0.0267  0.0142  0.0107  0.0036  0.0022  0.0017   0.022   0.024   0.027    3.39    3.39    3.39       6    5.01   15.95       8     0.5    4.75     0.4     0.2     100    22.5   40.71    0.09       2    0.01     0.1       0       0       0       0   BROME_GRASS                
   47 BROS      35    0.02      25       8       5    0.85   15.01   50.95       2       1       4   0.007    0.85       5     0.8       2  660.47  0.0184  0.0021  0.0222    0.01     0.6   5.444      20       5     0.1  0.0267  0.0142  0.0107  0.0036  0.0022  0.0017   0.021   0.023   0.027    3.39    3.39    3.39       6    5.01   15.95       8     0.5    4.75     0.4     0.2     100    22.5   40.71    0.09       2    0.01     0.1       0       0       0       0   SMOOTH_BROME_GRASS         
   48 CWPS      35    0.02      15       0       8     0.8   15.01   50.95       1       1       2   0.007    0.85      90     1.2       2  660.47   0.015  0.0018  0.0111    0.01     0.6   0.403     120       5     0.1  0.0276  0.0155   0.011  0.0031  0.0018  0.0013   0.022   0.022   0.022    3.39    3.39    3.39       6    5.01    15.1       8     0.5    4.75     0.4     0.2     100    22.5   40.71     0.1     2.5    0.01     0.1       0       0       0       0   CANADIAN_WINTER_PASTURE    
   49 BERM      35    0.02      25      12       5    0.99   15.05   50.95       1       1       2   0.007    0.85       5       1       2   660.4  0.0127  0.0021  0.0157    0.01     0.6   0.403      20  72.765     0.1  0.0222  0.0127  0.0095  0.0037  0.0021  0.0016   0.018   0.017   0.016    3.39    3.39    3.39       6    5.01   15.95       7     0.5    4.75     0.4     0.2     100    22.5   40.71    0.06     6.9    0.01     0.1       0       0       0       0   COASTAL_BERMUDA            
   50 WWGO      35    0.45      15       0       6     0.6   15.01   50.95       1       1       2   0.007    0.85      90       1       2 660.473  0.0249  0.0033  0.0042    0.21     0.6   0.259     115      20    0.12    0.06   0.023  0.0134  0.0084  0.0032  0.0019   0.023    0.02   0.017    3.39    3.39    1.61       5    5.01    15.1       6     0.5    4.75     0.4     0.2     100   125.6  250.95   0.071       6    0.01     0.1       0       0       0       0   WINTER_WHEAT               
   51 POTA      30    0.95      20       7       5     0.6   19.17   67.99       2      10       3   0.007    0.85     200     1.2       2  660.41  0.0176  0.0022  0.0255    0.95     0.6    0.23     485 266.805     0.8   0.035    0.02   0.012   0.006  0.0025  0.0019    0.11   0.035   0.025   1.266   0.633   0.729       5    5.01   15.95      10       1    4.75     0.4     0.6     100    4.47    7.77    0.12     1.7    0.01     0.1       0       0       0       0   POTATOES                   
   52 ASPR      90     0.8      35      10     4.2       1   25.23   40.86     0.1     0.1       3    0.01    0.85      35     1.2     1.5  661.22  0.0632  0.0067   0.039     0.8     0.6   5.601     120       5    0.92    0.07    0.06   0.055   0.006   0.004   0.003    0.04   0.035    0.03   1.266   0.633   0.729       5    5.01   15.95       5       1    4.75     0.4     0.2     100    20.2   100.9    0.12     1.7    0.01     0.1       0       0       0       0   ASPARAGUS                  
   53 BROC      26     0.8      24       4     4.2       1   25.23   40.86     0.1     0.1       3    0.01    0.85      35     1.2     0.7  660.35  0.0512  0.0071  0.0349     0.8     0.6 1155.92     120       5    0.91    0.07    0.05    0.04   0.006   0.004   0.003    0.05    0.05    0.05   1.266   0.633   0.729       5    5.01   15.95       5       1    4.75     0.4     0.2     100    10.2    50.9    0.12     1.7    0.01     0.1       0       0       0       0   BROCCOLI                   
   54 CABG      19     0.8      24       4       3       1   25.23   40.86     0.1     0.1       3    0.01    0.85      35     1.2     0.7  660.26  0.0259  0.0031  0.0329     0.8     0.6  77.805     420       5    0.93    0.07    0.03    0.02   0.006  0.0035   0.002    0.04    0.04    0.04   1.266   0.633   0.729       5    5.01   15.95       5       1    4.75     0.4     0.2     100    10.2    50.9    0.12     1.7    0.01     0.1       0       0       0       0   CABBAGE                    
   55 CAUF      21     0.8      24       7     2.5       1   25.23   40.86     0.1     0.1       3    0.01    0.85      35     1.2     0.7  660.28  0.0411  0.0059  0.0459     0.8     0.6 755.803     120       5    0.92    0.07    0.04    0.03   0.006  0.0035   0.002    0.04    0.04    0.04   1.266   0.633   0.729       5    5.01   15.95       5       1    4.75     0.4     0.2     100    10.2    50.9    0.12     1.7    0.01     0.1       0       0       0       0   CAULIFLOWER                
   56 CELR      27     0.8      24       7     2.5       1   25.23   40.86     0.1     0.1       3    0.01    0.85      35     1.2     0.7  660.36    0.02  0.0049  0.0536     0.8     0.6 195.128     120       5    0.95    0.05    0.02    0.01   0.007   0.005   0.004    0.05    0.05    0.05   1.266   0.633   0.729       5    5.01   15.95       5       1    4.75     0.4     0.2     100    10.2    50.9    0.12     1.7    0.01     0.1       0       0       0       0   CELERY                     
   57 LETT      23     0.8    18.2       0     4.2       1   25.23   40.86     0.1     0.5       2  0.0122    0.86     2.5     0.2     0.8  660.31  0.0394  0.0049  0.0384     0.8     0.6 148.195    4500       5    0.96    0.05   0.025   0.021  0.0084  0.0032  0.0019    0.04    0.04    0.04   1.266   0.633   0.729       5    5.01    15.1       8     0.5     4.3     0.4     0.2     100    10.2    50.9    0.12     1.7    0.01     0.1       0       0       0       0   LETTUCE                    
   58 OLET      19     0.8    18.2       0     4.2       1   25.23   40.86     0.1     0.5       2  0.0122    0.86     2.5     0.2     0.8  660.26  0.0347  0.0042   0.044     0.8     0.6 136.097    4500       5    0.94    0.05   0.025   0.021  0.0084  0.0032  0.0019   0.044   0.044   0.044   1.266   0.633   0.729       5    5.01    15.1       8     0.5     4.3     0.4     0.2     100    10.2    50.9    0.12     1.7    0.01     0.1       0       0       0       0   LETTUCE_LEAF               
   59 SPIN      30    0.95      24       4     4.2    0.95   10.05   90.95     0.1     0.1       3    0.01    0.85      35     1.2     0.7  660.41  0.0544  0.0058  0.0663    0.95     0.6  35.844     120       5    0.92    0.07    0.04    0.03   0.005   0.004  0.0035   0.066   0.066   0.066   1.266   0.633   0.729       5    5.01   15.95       5       1    4.75     0.4     0.2     100    10.2    50.9    0.12     1.7    0.01     0.1       0       0       0       0   SPINACH                    
   60 CRRT      30    1.12      24       7     3.5     0.6   15.01   50.95       2      10       3   0.007    0.85      35     0.3     1.1  660.41  0.0135  0.0036  0.0265    0.75     0.6 169.186     575  348.39    0.88   0.055   0.014   0.012   0.006   0.003   0.002   0.034   0.034   0.034   1.266   0.633   0.729       5    5.01   15.95      10       1    4.75     0.4     0.6     100    10.2    50.9    0.12     1.7    0.01     0.1       0       0       0       0   CARROTS                    
